"subject" "activity" "tBodyAcc-mean-X" "tBodyAcc-mean-Y" "tBodyAcc-mean-Z" "tGravityAcc-mean-X" "tGravityAcc-mean-Y" "tGravityAcc-mean-Z" "tBodyAccJerk-mean-X" "tBodyAccJerk-mean-Y" "tBodyAccJerk-mean-Z" "tBodyGyro-mean-X" "tBodyGyro-mean-Y" "tBodyGyro-mean-Z" "tBodyGyroJerk-mean-X" "tBodyGyroJerk-mean-Y" "tBodyGyroJerk-mean-Z" "tBodyAccMag-mean" "tGravityAccMag-mean" "tBodyAccJerkMag-mean" "tBodyGyroMag-mean" "tBodyGyroJerkMag-mean" "tBodyAcc-std-X" "tBodyAcc-std-Y" "tBodyAcc-std-Z" "tGravityAcc-std-X" "tGravityAcc-std-Y" "tGravityAcc-std-Z" "tBodyAccJerk-std-X" "tBodyAccJerk-std-Y" "tBodyAccJerk-std-Z" "tBodyGyro-std-X" "tBodyGyro-std-Y" "tBodyGyro-std-Z" "tBodyGyroJerk-std-X" "tBodyGyroJerk-std-Y" "tBodyGyroJerk-std-Z" "tBodyAccMag-std" "tGravityAccMag-std" "tBodyAccJerkMag-std" "tBodyGyroMag-std" "tBodyGyroJerkMag-std"
"71" 11 "STANDING" 0.284790960851064 -0.0158985605731915 -0.11038042326617 0.808074664680851 -0.195641362787234 -0.178826764914894 0.0777921867255319 0.00138094031425532 -0.0143850382942979 -0.0288650063725532 -0.0634893238297872 0.0614350921914894 -0.120885249851064 -0.0448556265404255 -0.00925177524042553 -0.591899224106383 -0.591899224106383 -0.718808658319149 -0.638140773595745 -0.817031372595745 -0.651664850468085 -0.540060039489362 -0.656748569361702 -0.96741189212766 -0.960750061914894 -0.945153901702128 -0.720923801638298 -0.685538628191489 -0.806175205680851 -0.783147678297872 -0.765900167234043 -0.592782879638298 -0.818366605106383 -0.826782066957447 -0.808571579361702 -0.648539887574468 -0.648539887574468 -0.718913063531915 -0.725438337659574 -0.842939574978723
"72" 12 "STANDING" 0.275769098032787 -0.0173105447131148 -0.107594587770492 0.762325466557377 -0.121667151655738 0.116772138032787 0.070064887657377 0.00888186755245902 -0.0139224817632787 0.00394969833344262 -0.0980680963934426 0.0761646324245902 -0.0934857539344262 -0.0310796603786885 -0.055384107557377 -0.74432509747541 -0.74432509747541 -0.781493970754098 -0.792650724704918 -0.876510590491803 -0.779917921237705 -0.718689111213115 -0.796028330362295 -0.972471208032787 -0.967797920491803 -0.950529193442623 -0.791727670711475 -0.731503262622951 -0.848297408196721 -0.841071206065574 -0.85238520852459 -0.80657235095082 -0.82336193295082 -0.910542888852459 -0.853250422459016 -0.790923793852459 -0.790923793852459 -0.779693415508197 -0.830313678196721 -0.889800950163934
"73" 13 "STANDING" 0.260155680263158 -0.0198958046625263 -0.127269854538211 0.845585406491228 -0.260404839122807 -0.163282212754386 0.113499627006842 0.021103283754386 0.00527861728070175 -0.0608358403315789 -0.070158565322807 0.0764239382894737 -0.0998929299508772 -0.0355865893631579 -0.0627875674964912 0.115930427731579 0.115930427731579 0.0405542362631579 0.0472492827912281 -0.193989631350877 0.0110769533614035 0.182885341759474 -0.0790338930807018 -0.926974047368421 -0.93559369754386 -0.897942845263158 0.0310759695650877 0.0669195720561404 -0.207214232982456 -0.239745848684211 -0.111154200385965 -0.120317409077193 -0.163503549268421 -0.226835891740351 -0.23021318375614 -0.0167479913157895 -0.0167479913157895 0.0311050337192982 -0.142919272984211 -0.266669935735088
"74" 14 "STANDING" 0.271062259366667 -0.0157249275260167 -0.0946962649166667 0.6257009585 -0.0893098123166667 0.09093151915 0.10583766302 -0.0199021590983333 -0.0317433338813333 -0.0352671107116667 -0.063534170755 0.090618047145 -0.11093995141 -0.0333481415016667 -0.0635274548866667 -0.291742783633333 -0.291742783633333 -0.381838837215 -0.42560760977 -0.5865028977 -0.419098750633333 -0.21488973394 -0.367071423916667 -0.962879633833333 -0.955563608666667 -0.92458684 -0.358513099264333 -0.321914428729883 -0.55150613445 -0.5551942526 -0.525951505166667 -0.4918023622 -0.494980549 -0.626087355333333 -0.597260697 -0.413254482383333 -0.413254482383333 -0.324290256008333 -0.50691835 -0.597714812666667
"75" 15 "STANDING" 0.256366527924528 -0.0247516047515094 -0.0762087042264151 0.412903214528302 0.181703939584906 0.201591591131321 0.101089824650943 0.0161164072077358 -0.0281487293377358 -0.0227913268490566 -0.0733630000735849 0.112766771490566 -0.0918302396981132 -0.0470164586292453 -0.0884618888867924 -0.510744463898113 -0.510744463898113 -0.632164942667925 -0.583549484849057 -0.68109650054717 -0.679349033733962 -0.519988445566038 -0.526423417622642 -0.939555952264151 -0.882308689320755 -0.864279507169811 -0.655089613754717 -0.623810447698113 -0.675060580188679 -0.738824563584906 -0.603759513226415 -0.675273095932076 -0.733906434528302 -0.634071926792453 -0.769608650943396 -0.588913084163774 -0.588913084163774 -0.612127857981132 -0.603132910879245 -0.638047323150943
"76" 16 "STANDING" 0.272587390435897 -0.0161753462734615 -0.1106213915 0.535169566871795 0.161448742128205 0.316930861233333 0.0738950992025641 0.0175560262903846 0.00311229492602564 -0.0384251370192308 -0.0900684378974359 0.101741562992308 -0.0882789115410256 -0.0335000944871795 -0.0445302825320513 -0.827775810294872 -0.827775810294872 -0.890512684871795 -0.832466837538462 -0.920926162051282 -0.880661931385897 -0.791122023051282 -0.828767991666667 -0.967124800384615 -0.952863097435897 -0.930341313076923 -0.895557314615385 -0.868611590474359 -0.914386887679487 -0.873772133717949 -0.878303029 -0.883788247179487 -0.90006228025641 -0.931511099705128 -0.923206067692308 -0.83518824 -0.83518824 -0.88118476974359 -0.852091367666667 -0.923316527038462
"77" 17 "STANDING" 0.28666066995641 -0.00429354284615385 -0.113434850396154 0.86658470448718 -0.0449697963461538 -0.0387519675269231 0.0709955267179487 0.0352261844889744 0.0197167611611538 -0.0141867544052051 -0.0760992002397436 0.0851710671324359 -0.100142504025641 -0.0449982222958205 -0.0467987438717949 -0.564620822934615 -0.564620822934615 -0.650445978680769 -0.613444280307692 -0.718544757088462 -0.652858151884615 -0.546600851339744 -0.539959272166667 -0.964792047051282 -0.929670445512821 -0.934966090897436 -0.645928270217949 -0.675417432170513 -0.69366489631282 -0.769519732179487 -0.625969446153846 -0.676888966466667 -0.76669781425641 -0.688650934785897 -0.784174255897436 -0.595629513576923 -0.595629513576923 -0.624525512884615 -0.647121234858974 -0.712173227741026
"78" 18 "STANDING" 0.277078086643836 -0.0207503918694521 -0.113040757575342 0.706319691506849 -0.0268817179863014 0.0195482275890411 0.0917330925384932 0.00617456843020548 -0.0117412854620548 -0.0428017876410959 -0.0494862555513699 0.092642082260274 -0.112113178667123 -0.0487417001849315 -0.0555375541082192 -0.407118939547945 -0.407118939547945 -0.498608800941096 -0.54880421519863 -0.664743385150685 -0.46082290789589 -0.389579507082192 -0.517602399945206 -0.971358415890411 -0.967454689452055 -0.958628291780822 -0.483432942509589 -0.476629598452055 -0.618772579417808 -0.66470618139726 -0.631643277808219 -0.607032867328767 -0.653407897671233 -0.678429670410959 -0.657235762205479 -0.484436443506849 -0.484436443506849 -0.46073526099726 -0.632059047972603 -0.675024493561644
"79" 19 "STANDING" 0.267710539041096 -0.0236996177794521 -0.101275011410959 0.519650491369863 0.102454416315068 0.298226888237945 0.086267532420548 0.0208880279712329 0.00636978995039726 -0.00843777724608767 -0.0863390359753425 0.111026208041096 -0.0943663096575342 -0.0332744341671233 -0.0471934034976712 -0.716400922356164 -0.716400922356164 -0.820571184410959 -0.71945398683274 -0.865591191986301 -0.791874261369863 -0.67277168509589 -0.736491625253425 -0.964082103835616 -0.951557887945205 -0.937343405753425 -0.831303422739726 -0.791660398849315 -0.865419450342466 -0.774560713356164 -0.793394167452055 -0.809129102465753 -0.836487379452055 -0.882572046328767 -0.872349028630137 -0.764567452739726 -0.764567452739726 -0.817280649493151 -0.754016507 -0.873975174205479
"80" 20 "STANDING" 0.272888384490411 -0.0257908967841096 -0.114814511945205 0.617335943835616 -0.0400571801369863 0.167347401829041 0.0964406917178082 0.0178496911461852 -0.00863596614041096 0.00067683171109589 -0.1040356419 0.0801137395787671 -0.0910551754726027 -0.0388495606493151 -0.0559259671191781 -0.357991682991781 -0.357991682991781 -0.460840532139726 -0.435609466405479 -0.65764891369863 -0.446672709287671 -0.290386555871918 -0.495899619409589 -0.95901531739726 -0.943761916438356 -0.943763420684931 -0.444309169520548 -0.43828091059726 -0.639064844246575 -0.512980913493151 -0.605499107780822 -0.491473307410959 -0.52690244760274 -0.735253919424658 -0.646870514931507 -0.495008386575342 -0.495008386575342 -0.474224038027397 -0.495201455287671 -0.69686516390411
"81" 21 "STANDING" 0.266063426539326 -0.0202998834934831 -0.110752117359551 0.285282900674157 0.229006218955056 0.412838959775281 0.0696711648370787 0.00674952703955056 -0.0237937285773034 -0.0500273386426966 -0.0837946598674157 0.100128640183146 -0.0987887974685393 -0.0422055560853933 -0.0634167491235955 -0.680258397773034 -0.680258397773034 -0.745137281157303 -0.717651924921348 -0.820671645606742 -0.723722078719101 -0.650284667529663 -0.722447972955056 -0.946610624719101 -0.961833782808989 -0.94860691494382 -0.742495867652809 -0.718094298617978 -0.819219524437079 -0.795249438786517 -0.764848363258427 -0.765868955730337 -0.773130147813483 -0.844712753932584 -0.830409653089888 -0.718584943932584 -0.718584943932584 -0.737821374011236 -0.761908948853933 -0.83360807747191
"82" 22 "STANDING" 0.284109287460317 -0.0136852100530159 -0.126828240730159 0.401145951428571 0.154183207492063 0.284374245261905 0.0707469425555556 0.00753160944444444 -0.00285169731888889 0.0243144681142857 -0.108737678663492 0.0851598618904762 -0.0958578071746032 -0.044180188265873 -0.0793781778822222 -0.496424747988889 -0.496424747988889 -0.672118841936508 -0.549536836723809 -0.764563318155556 -0.617618710285714 -0.466528692888889 -0.538021280714286 -0.946818493015873 -0.94312684 -0.880490031587302 -0.681301634023809 -0.639511523396825 -0.750238035331746 -0.659324558346032 -0.670266209253968 -0.647583134349206 -0.709472646031746 -0.796656700660317 -0.775400554761905 -0.580349973301587 -0.580349973301587 -0.660799430190476 -0.61703066071746 -0.791954396730159
"83" 23 "STANDING" 0.268821781835294 -0.01244810245 -0.102485148941176 0.334590470294118 0.219190708735294 0.425756057410294 0.0697432113529412 0.00558681753411765 0.00175554646367647 -0.0293678618117647 -0.0804253464455882 0.116335253992647 -0.116968024132353 -0.0377327396247059 -0.0623361182794118 -0.843848987429412 -0.843848987429412 -0.914920695088235 -0.873786648235294 -0.944947802352941 -0.901584854514706 -0.829537406676471 -0.854656732852941 -0.952221759117647 -0.934022823766177 -0.917251311911765 -0.915765394014706 -0.894672965441176 -0.9333565225 -0.908397728088235 -0.906463418970588 -0.899959763235294 -0.929656318235294 -0.949694325 -0.939291794411765 -0.841505055044118 -0.841505055044118 -0.901328379661765 -0.876552258676471 -0.940523079117647
"84" 24 "STANDING" 0.27361332884058 -0.0109618351186957 -0.110896243550725 0.615877496521739 0.0464160982898551 0.146938424943478 0.0667288709855072 0.0325001334681159 -0.0100753207086957 0.00710880198695652 -0.0917847447594203 0.0968169955362319 -0.11288595426087 -0.0253395264605797 -0.0840745032436232 -0.416726094752174 -0.416726094752174 -0.524555808827536 -0.416130738441015 -0.61072960315942 -0.547795844339275 -0.353822552321739 -0.417405188382609 -0.960710193333333 -0.933163741014493 -0.910063914057971 -0.566199500101449 -0.496212571014493 -0.609184848444927 -0.566149586898551 -0.503184441387101 -0.52878858407971 -0.576426292273913 -0.624591659275362 -0.662939796188406 -0.511866629942029 -0.511866629942029 -0.543838360434783 -0.494333179184058 -0.626896605523768
"85" 25 "STANDING" 0.279300241459459 -0.00920879404136486 -0.113657570162162 0.578392648378378 0.111678980548649 0.254499100051351 0.0825969081513513 0.0221056482074324 0.00720960968297297 -0.0557280027824324 -0.0620606326891892 0.084773172127027 -0.0950201090135135 -0.049697206327027 -0.0524609095 -0.539776362271892 -0.539776362271892 -0.592568700247297 -0.608321245271622 -0.685463511756757 -0.604729330948649 -0.559002371583784 -0.575503883878378 -0.967977822567568 -0.961135162837838 -0.947817116351351 -0.610587174236486 -0.565008088613513 -0.668731081463514 -0.736189563513514 -0.61857682 -0.667179627743243 -0.703495515810811 -0.675533448337838 -0.718092424864865 -0.604450462121622 -0.604450462121622 -0.567832877631081 -0.597543861256757 -0.656552935716216
"86" 26 "STANDING" 0.278033131891892 -0.0311005856791892 -0.12077251147027 0.581839077567568 0.0105805751756757 0.0837582721391892 0.0630801784594595 0.0262992812690541 -0.01181525404 0.042545090472973 -0.119288775035135 0.092189233572973 -0.100937102297297 -0.0555598525364865 -0.0504638692351351 -0.382644347175676 -0.382644347175676 -0.536293238027027 -0.486155126685135 -0.666295340589189 -0.496147278554054 -0.369456220058108 -0.444849591540541 -0.927962678108108 -0.907172307432432 -0.87902402877027 -0.535056597328378 -0.529058577421622 -0.639047598081081 -0.647398446354054 -0.58257267272973 -0.54140113377027 -0.669713113027027 -0.673240327959459 -0.697476254864865 -0.470427058474595 -0.470427058474595 -0.51844556267973 -0.540646766256757 -0.67965003522973
"87" 27 "STANDING" 0.27188105825 -0.0151090055294875 -0.106706176775 0.84641699925 -0.05771507195 0.13508834253375 0.060989301985375 0.006154552770125 -0.001331906502 -0.04115828916125 -0.098133296215875 0.0846191769875 -0.09718695724625 -0.04141737388875 -0.056775614317 -0.56223709935 -0.56223709935 -0.680439388875 -0.6665961330875 -0.80088182502625 -0.597844843875 -0.558125862727875 -0.706310532415 -0.965316399875 -0.9527911007125 -0.9271970308875 -0.6633972119125 -0.651991007525 -0.8094214123625 -0.73015082768375 -0.7909644215 -0.7254091196625 -0.749354358525 -0.843854898125 -0.7808205235 -0.61766658862625 -0.61766658862625 -0.679809888576375 -0.7003939276075 -0.83256936125
"88" 28 "STANDING" 0.269143882050633 -0.0352604255029114 -0.116592518007595 0.723261736075949 -0.0823141131012658 0.0169925359726582 0.0690680041631646 0.00638004410253165 -0.00950969671518987 -0.00569284749240506 -0.0895933638658228 0.0689015280291139 -0.0952548502278481 -0.0419160727481013 -0.0591856001174684 -0.586354771168354 -0.586354771168354 -0.686313333010127 -0.626236712979747 -0.710932216716456 -0.727690065093671 -0.576354393936709 -0.586366788122785 -0.936896333164557 -0.899672187341772 -0.87885735835443 -0.719727940106329 -0.671242767478481 -0.722450993481013 -0.768591985063291 -0.631547430797468 -0.689354791962025 -0.748786114329114 -0.679475361658228 -0.772427347594937 -0.645138540379747 -0.645138540379747 -0.686087904417721 -0.620232400618987 -0.691870000218987
"89" 29 "STANDING" 0.28266117 -0.0214917560886154 -0.112075747996923 0.772662276769231 -0.120615559415385 0.0977002336838462 0.0728018310307692 0.0162036299469231 -0.0371880863778462 0.0166862059861538 -0.118825858338462 0.0422590269569231 -0.121559182369231 -0.02882105688 -0.0528630406215385 -0.428323994852308 -0.428323994852308 -0.565909732715385 -0.535908529476923 -0.709312394989231 -0.502336613618461 -0.401373854555385 -0.5270066476 -0.970615852461538 -0.963641430461538 -0.947016025692308 -0.569022817096923 -0.528882426698462 -0.698788356366154 -0.68220740836 -0.644565818923077 -0.535686226014154 -0.69305343 -0.725848283384615 -0.729289156307692 -0.546902392476923 -0.546902392476923 -0.564914527598462 -0.571660386876923 -0.728118120153846
"90" 30 "STANDING" 0.27033033440678 -0.0197917836742373 -0.119556425440678 0.899648970338983 -0.292338438983051 -0.0834694816469492 0.0813196110338983 -0.0128373163474576 0.0222169473305254 -0.0833798276779661 -0.034807535440678 0.0886433178927119 -0.110166635588136 -0.0308713937769492 -0.0309348467274576 -0.170498339711695 -0.170498339711695 -0.413500491016949 -0.34437016750678 -0.652369738644068 -0.190586916912373 -0.153263387669492 -0.502732349152542 -0.948608000169492 -0.930149458474576 -0.918999788474576 -0.350124939372881 -0.388181547135593 -0.705295175084746 -0.438734923898305 -0.585159632305085 -0.429319786372881 -0.516558587 -0.755943361016949 -0.583583902050847 -0.257143533033898 -0.257143533033898 -0.433202641016949 -0.421113912067797 -0.716256606949152
"91" 1 "WALKING" 0.272466228063158 -0.0176627196578947 -0.107871083126316 0.664729938421053 -0.0511885803712768 0.131311231548421 0.0859623158642105 0.00337663755547368 -0.00509319334810526 -0.0486400418786316 -0.0792302951252632 0.0924153795978947 -0.0887879113263158 -0.0419031692705263 -0.0483855417136842 -0.690463541557895 -0.690463541557895 -0.743241072231579 -0.715794435989474 -0.846521632736842 -0.722381514463158 -0.658445958031579 -0.753271082336842 -0.967488253157895 -0.961661613789474 -0.956340603157895 -0.724271289387368 -0.703039386358737 -0.845701067789474 -0.778284189789474 -0.798024322621053 -0.752237198452632 -0.803155373473684 -0.875257476736842 -0.816450403410526 -0.704496097073684 -0.704496097073684 -0.716875260007368 -0.763106672852632 -0.854587050526316
"92" 2 "WALKING" 0.273470326101695 -0.0216594798118644 -0.109774737244068 0.757734117966102 0.0107897139067797 -0.0198907630491525 0.0539863839322034 0.01826169138 -0.00575387327966102 -0.0654002021813559 -0.0369315537050847 0.105962703081356 -0.0867122234728814 -0.0434441091483051 -0.0634653419491525 -0.459620136530508 -0.459620136530508 -0.579503221762712 -0.471749789 -0.71583828220339 -0.519762157118644 -0.421935261966102 -0.537167586949153 -0.958263582033898 -0.946789733559322 -0.92634126220339 -0.545723292169492 -0.516383334644068 -0.740267258474576 -0.636592303028814 -0.543712387525424 -0.581868955881356 -0.674917512033898 -0.739752134728814 -0.680727606779661 -0.50175804435722 -0.50175804435722 -0.526122295101695 -0.554781420746102 -0.721910320966102
"93" 3 "WALKING" 0.281666612068966 -0.0217386142916207 -0.118286455413793 0.509084865172414 0.0731035576155172 0.108528991431034 0.0709645631396552 0.0122405132327586 0.0167067524868966 -0.0400017919948276 -0.0594942138758621 0.0934073732658621 -0.0909960071034483 -0.0428872378086207 -0.0695357065793103 -0.521017706058621 -0.521017706058621 -0.597763651172414 -0.595609168286207 -0.762349117586207 -0.574105959396552 -0.451696417453448 -0.635935288672414 -0.966637357931034 -0.953444499310345 -0.951060273103448 -0.566483117017241 -0.523359297872414 -0.789173166206897 -0.690571897068965 -0.705070174793103 -0.671144410344828 -0.681307228793103 -0.811186756034483 -0.730516513448276 -0.580786149637931 -0.580786149637931 -0.56699370762069 -0.653087791103448 -0.777256836896552
"94" 4 "WALKING" 0.272933701983333 -0.02253599295415 -0.111507898966667 0.709159547666667 0.00186610697 -0.005065673265 0.127253442505 -0.0440833939761667 -0.0302281148473333 -0.078907025165 -0.0240293016523333 0.119132321383333 -0.0850314790983333 -0.04871725165 -0.0561966098628333 -0.401560409411667 -0.401560409411667 -0.503939885613833 -0.492680376766667 -0.694997846666667 -0.462588031083333 -0.3560204813 -0.510573346 -0.9424356545 -0.930818375 -0.91268164535 -0.4467794683 -0.4730298703 -0.686979811166667 -0.604712360333333 -0.642502487333333 -0.538168856243 -0.64297555195 -0.724027593 -0.6553403731 -0.429921986311 -0.429921986311 -0.445318538666667 -0.5710248017 -0.6983471223
"95" 5 "WALKING" 0.269833226964286 -0.0216732740107143 -0.109203751178571 0.657465440535714 -0.00597080520178571 0.127264744433929 0.0751142923571429 0.0163584987267857 -0.0336884585042857 -0.0401388288160714 -0.0770300102625 0.0994297748508929 -0.0716265695964286 -0.0563286106928571 -0.0610816700482143 -0.434825500041071 -0.434825500041071 -0.542829041838571 -0.516399043501786 -0.719387545714286 -0.470382661321429 -0.4545125353125 -0.563192417430357 -0.968300894821429 -0.958898229642857 -0.944699560357143 -0.48853470325 -0.538036482624643 -0.726511680125 -0.649384952142857 -0.610014851803571 -0.609922322392857 -0.688554600178571 -0.745493486642857 -0.70079587 -0.49411827175 -0.49411827175 -0.507530789071429 -0.601568878214286 -0.734541096071429
"96" 6 "WALKING" 0.271925439298246 -0.0219835625061404 -0.117871491 0.448137890175439 0.135947511645614 0.0400148700526316 0.104427664915263 0.0231898727122807 -0.0326404033229825 -0.0531943511754386 -0.0410071078438596 0.0926028435789474 -0.102755194631579 -0.033614316245614 -0.0424545308245614 -0.586122970069228 -0.586122970069228 -0.654220071601754 -0.658458299645614 -0.787882562280702 -0.628713855491228 -0.545021917203509 -0.642787988401754 -0.943937153333333 -0.947797571403509 -0.942718114561404 -0.626038094929825 -0.618449276140351 -0.771555543333333 -0.757473701403509 -0.763276980175439 -0.692825860666667 -0.744190274631579 -0.807028810877193 -0.745154405824561 -0.59119391845614 -0.59119391845614 -0.614065039087719 -0.732740099368421 -0.784630919807017
"97" 7 "WALKING" 0.277303354561404 -0.0177628250622807 -0.10027199045614 0.723636568070175 -0.00143557118596491 0.167146948526316 0.0991373182982456 0.0113629427087719 -0.0221261645907018 -0.0260371991491228 -0.0813896220614035 0.118304937027018 -0.109694230561404 -0.0301797864385965 -0.0725068505403509 -0.632596154194737 -0.632596154194737 -0.708145163333333 -0.718621764210526 -0.841840644035088 -0.686737008403509 -0.574760169149123 -0.756527974736842 -0.963055600701754 -0.94047375877193 -0.929613453245614 -0.681251211105263 -0.645492016691228 -0.866060468245614 -0.763133334736842 -0.827828566666667 -0.792820459298246 -0.761678546842105 -0.905513801929825 -0.788545324736842 -0.67974106377193 -0.67974106377193 -0.685681555789474 -0.753445740175439 -0.858051441578947
"98" 8 "WALKING" 0.2700952875 -0.015971093123125 -0.100109228033333 0.825436243958333 -0.0849264479354167 0.0776439095375 0.0862139369166667 0.0282344941079792 -0.00299919844583333 -0.0930903111520833 -0.05099599039375 0.107216929458333 -0.0927515000208333 -0.04794864335 -0.0582231149833333 -0.588265408520833 -0.588265408520833 -0.661616174270833 -0.642461517541667 -0.794702231041667 -0.621650806502083 -0.558468074979167 -0.692056080458333 -0.976134956041667 -0.964429821666667 -0.928562364166667 -0.617202062791667 -0.626882890916667 -0.808965315 -0.717166676083333 -0.741017178958333 -0.704852727708333 -0.735195258333333 -0.822901705625 -0.779837608958333 -0.616845961645833 -0.616845961645833 -0.6151088943125 -0.690655480958333 -0.801414277291667
"99" 9 "WALKING" 0.270612411211538 -0.00731475293307692 -0.0909765435211538 0.735507003942308 -0.100859190557692 0.0663680587576923 0.0943067161509615 -0.00685066601153846 -0.0449174785846154 -0.0695403485019231 -0.044160382305 0.136446249576923 -0.110454435255769 -0.0516023218519231 -0.0599739528384615 -0.51571224075 -0.51571224075 -0.623812467230769 -0.582223280365385 -0.740055808653846 -0.587487063969231 -0.474289959865385 -0.548403591307692 -0.94344642 -0.929470526153846 -0.880095869038461 -0.608519459211538 -0.566367385735385 -0.745814232307692 -0.729482105 -0.672891746269231 -0.65339461 -0.729989111923077 -0.747879634423077 -0.733457677884615 -0.533860029346154 -0.533860029346154 -0.580819932230769 -0.653289845769231 -0.734077862288462
"100" 10 "WALKING" 0.282544788603774 -0.0130562743091887 -0.107756155320755 0.783303715660377 -0.0658584855207547 0.0316757353962264 0.0386458905283019 0.00748360074169811 0.00735172850092453 -0.0288207675830189 -0.0734221918396226 0.0845712457509434 -0.0995932257867925 -0.0693894489075472 -0.0521365116113208 -0.491224426396226 -0.491224426396226 -0.566278790192453 -0.56237708290566 -0.716911363207547 -0.528368316660377 -0.484293089566038 -0.573944653169811 -0.971626975849057 -0.94622993609434 -0.947985123773585 -0.530394652862264 -0.504926905 -0.720705806415094 -0.697519918867925 -0.62391203545283 -0.620143359774717 -0.696774487358491 -0.73508628509434 -0.692717661698113 -0.485610664773585 -0.485610664773585 -0.493366344664151 -0.646739137358491 -0.731541693018868
"101" 11 "WALKING" 0.276000642711864 -0.0184745080355932 -0.101913028932203 0.715222482711864 -0.0387362529937288 0.157755410238983 0.0668055180169492 0.0126286540661017 -0.0257084901779661 -0.0169463701984746 -0.104583921135593 0.106013563388136 -0.100078515737288 -0.0533781538271186 -0.0616168436779661 -0.630558569 -0.630558569 -0.702359719761017 -0.693618403661017 -0.818568561864407 -0.664416792932203 -0.633751988864407 -0.690521292033898 -0.969147024745763 -0.950718595254237 -0.931107947457627 -0.65840586260678 -0.690526362127119 -0.810398146949153 -0.794756566440678 -0.76056247661017 -0.706112515686441 -0.79070118 -0.844461519830508 -0.775995289152542 -0.640405552440678 -0.640405552440678 -0.653696178288136 -0.766031482881356 -0.831587760338983
"102" 12 "WALKING" 0.271315944 -0.021246350768 -0.10841775386 0.72856814988 0.024810240688 0.1744134305264 0.052473900888 0.032745423248 0.0067872281814 -0.042812627788 -0.08392722294 0.109627305661 -0.076998406454 -0.046987481764 -0.06604648582 -0.59668232792 -0.59668232792 -0.6807367702 -0.648609795324 -0.7978954792 -0.6603027235 -0.56802628474 -0.6481709901992 -0.9590520882 -0.9423519472 -0.9305216162 -0.68215928208 -0.640475384178 -0.7904927758 -0.7362142368 -0.74710663222 -0.6941323292 -0.7602478972 -0.82801423518 -0.775576674 -0.6522428627 -0.6522428627 -0.67778989716 -0.69027948804 -0.81313498624
"103" 13 "WALKING" 0.26927350122807 -0.0201351790368421 -0.115675397333333 0.657742148596491 0.0866351699106316 0.105607458150877 0.0896292973868421 0.0032886290654386 0.00730436065666667 -0.0334368042964912 -0.0838913283614035 0.0743820760596491 -0.0876982658596491 -0.0421797187192982 -0.0440871130859649 -0.682807013010526 -0.682807013010526 -0.744054998070175 -0.717234049507018 -0.847213683333333 -0.729359056719298 -0.64450411045614 -0.714963847333333 -0.971470647017544 -0.953906472105263 -0.944591115087719 -0.727055905263158 -0.706185425882456 -0.838993378947368 -0.777636427403509 -0.824555955263158 -0.745282997561403 -0.791532997017544 -0.886962649122807 -0.801124966315789 -0.705821352807018 -0.705821352807018 -0.720386369649123 -0.770549243 -0.858349970631579
"104" 14 "WALKING" 0.279813578474576 -0.0168211443018814 -0.113987131440678 0.759654714576271 -0.0401620929152542 0.00156400451355932 0.0695746208084746 0.00632629475423729 -0.00735456823932203 -0.0697848023644068 -0.0541862461728814 0.117512598361017 -0.107446388152542 -0.0459896250525424 -0.0544187471711864 -0.359021445059322 -0.359021445059322 -0.481373450745763 -0.409510943071186 -0.682599919491525 -0.400175772559322 -0.379952254784746 -0.480683951201695 -0.963594936949153 -0.952689741864407 -0.934759928644068 -0.414906479864407 -0.480587586913051 -0.691267836779661 -0.548242370159322 -0.573676928813559 -0.472513631677966 -0.638994216389831 -0.72950482 -0.614458984118644 -0.414349367491525 -0.414349367491525 -0.447216991813559 -0.567285659186441 -0.718386353627119
"105" 15 "WALKING" 0.28236647462963 -0.0228053940362963 -0.112279862592593 0.813546356481481 -0.053064618962963 -0.0733636664444444 0.0748869889796296 -0.00992011625925926 -0.0125545292637407 -0.0431351269622222 -0.0543501165351852 0.0776207802644444 -0.0858560939907407 -0.0275808047222222 -0.0822861123222222 -0.470338108240741 -0.470338108240741 -0.554156402411111 -0.521669084814815 -0.680601669740741 -0.526642688037037 -0.437277176396296 -0.534978209333333 -0.971482995740741 -0.959472002407407 -0.939089538703704 -0.525683302685185 -0.51375999747963 -0.695119131296296 -0.673693894053704 -0.599817424962963 -0.60034615612963 -0.660037143888889 -0.68695987562963 -0.698935806666667 -0.494911916944444 -0.494911916944444 -0.501630251724074 -0.587678 -0.671491948888889
"106" 16 "WALKING" 0.256821300078431 -0.0224359389901961 -0.0986929574509804 0.596511163333333 0.0716864827235294 0.124154712598039 0.0986274422392157 -0.00457135339803922 -0.00740604524019608 -0.0536712362843137 -0.0778313039686274 0.103385338976471 -0.0860852305294118 -0.0391069493372549 -0.0523254907554902 -0.443699607862745 -0.443699607862745 -0.538517094941176 -0.542455787398039 -0.707174262156863 -0.486340820721569 -0.464769090470588 -0.564955299529412 -0.956653567843137 -0.95826440627451 -0.948055812039216 -0.481202465784314 -0.529713172764706 -0.714686000196078 -0.674882032837255 -0.622603094431373 -0.582898638647059 -0.684531676078431 -0.725943106294118 -0.695111621764706 -0.516646615092157 -0.516646615092157 -0.495075497666667 -0.603042383352941 -0.729208328323529
